nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
find delete events by user jsmith last hour in server,deletion,last1h,jsmith,host,*,*,*,*,action=deletion user=jsmith source=host earliest=-60m latest=now,2025-10-04T18:04:07
find crash events by user root from ip 172.16.0.50 past week in secure shell,error,last7d,root,ssh,172.16.0.50,*,*,*,action=error user=root source=ssh src_ip=172.16.0.50 earliest=-7d@d latest=now,2025-10-03T18:57:07
show me auth success events by user anonymous this month in db,success,last30d,anonymous,database,*,*,*,*,action=success user=anonymous source=database earliest=-30d@d latest=now,2025-09-18T18:57:07
list authentication events by user admin with status 500 in the last 24 hours in event viewer,login,today,admin,windows,*,*,*,500,action=login user=admin source=windows status_code=500 earliest=@d latest=now,2025-10-04T14:29:07
find file upload events by user alice on firewall-01 the previous day in machine,upload,yesterday,alice,host,*,firewall-01,*,*,action=upload user=alice source=host hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T22:50:07
pull up auth failure events by user jsmith from ip 192.168.0.1 on db-prod-02 with status 500 this week in windows event log,failure,last7d,jsmith,windows,192.168.0.1,db-prod-02,*,500,action=failure user=jsmith source=windows src_ip=192.168.0.1 hostname=db-prod-02 status_code=500 earliest=-7d@d latest=now,2025-10-04T18:57:07
give me failure events from ip 172.16.0.50 on load-balancer last 30 days in web server,error,last30d,*,web,172.16.0.50,load-balancer,*,*,action=error source=web src_ip=172.16.0.50 hostname=load-balancer earliest=-30d@d latest=now,2025-09-22T18:57:07
show me authentication events by user admin past 60 minutes in network security,login,last1h,admin,firewall,*,*,*,*,action=login user=admin source=firewall earliest=-60m latest=now,2025-10-04T18:41:07
pull up logins events by user root since midnight in file system,login,today,root,filesystem,*,*,*,*,action=login user=root source=filesystem earliest=@d latest=now,2025-10-04T17:38:07
show me login events by user alice on load-balancer last 30 days in db,login,last30d,alice,database,*,load-balancer,*,*,action=login user=alice source=database hostname=load-balancer earliest=-30d@d latest=now,2025-09-16T18:57:07
find informational file download events by user anonymous since yesterday in filesystem,download,last24h,anonymous,filesystem,*,*,info,*,action=download user=anonymous source=filesystem severity=info earliest=-24h latest=now,2025-10-04T14:57:07
display auth success events by user alice on web-server-01 with status 500 the previous day in filesystem,success,yesterday,alice,filesystem,*,web-server-01,*,500,action=success user=alice source=filesystem hostname=web-server-01 status_code=500 earliest=@d-1d latest=@d,2025-10-03T01:17:07
find auth failure events by user jsmith the previous day in windows event log,failure,yesterday,jsmith,windows,*,*,*,*,action=failure user=jsmith source=windows earliest=@d-1d latest=@d,2025-10-03T21:55:07
show me successful login events by user bob with status 502 since yesterday in network security,success,last24h,bob,firewall,*,*,*,502,action=success user=bob source=firewall status_code=502 earliest=-24h latest=now,2025-10-03T21:57:07
give me upload events by user anonymous last 30 days in server,upload,last30d,anonymous,host,*,*,*,*,action=upload user=anonymous source=host earliest=-30d@d latest=now,2025-09-27T18:57:07
show me warn logins events by user bob from ip 10.0.0.1 with status 404 yesterday in firewall logs,login,yesterday,bob,firewall,10.0.0.1,*,warning,404,action=login user=bob source=firewall src_ip=10.0.0.1 severity=warning status_code=404 earliest=@d-1d latest=@d,2025-10-03T07:17:07
display file upload events by user alice on db-prod-02 this month in machine,upload,last30d,alice,host,*,db-prod-02,*,*,action=upload user=alice source=host hostname=db-prod-02 earliest=-30d@d latest=now,2025-09-15T18:57:07
display warning login failure events by user jsmith on app-server-03 with status 404 last 30 days in file system,failure,last30d,jsmith,filesystem,*,app-server-03,warning,404,action=failure user=jsmith source=filesystem hostname=app-server-03 severity=warning status_code=404 earliest=-30d@d latest=now,2025-09-17T18:57:07
display failed login events by user root with status 404 yesterday in authentication log,failure,yesterday,root,auth,*,*,*,404,action=failure user=root source=auth status_code=404 earliest=@d-1d latest=@d,2025-10-03T06:10:07
find sign off events by user root yesterday in firewall,logout,yesterday,root,firewall,*,*,*,*,action=logout user=root source=firewall earliest=@d-1d latest=@d,2025-10-03T13:56:07
find delete events by user bob past 60 minutes in security log,deletion,last1h,bob,auth,*,*,*,*,action=deletion user=bob source=auth earliest=-60m latest=now,2025-10-04T18:14:07
list delete events by user anonymous from ip 192.168.1.100 last hour in secure shell,deletion,last1h,anonymous,ssh,192.168.1.100,*,*,*,action=deletion user=anonymous source=ssh src_ip=192.168.1.100 earliest=-60m latest=now,2025-10-04T18:21:07
give me file upload events by user jsmith since yesterday in authentication log,upload,last24h,jsmith,auth,*,*,*,*,action=upload user=jsmith source=auth earliest=-24h latest=now,2025-10-03T21:57:07
pull up service restart events by user bob from ip 192.168.1.100 on web-server-01 last 30 days in nginx,restart,last30d,bob,web,192.168.1.100,web-server-01,*,*,action=restart user=bob source=web src_ip=192.168.1.100 hostname=web-server-01 earliest=-30d@d latest=now,2025-09-24T18:57:07
list error delete events by user jsmith with status 403 last hour in database,deletion,last1h,jsmith,database,*,*,error,403,action=deletion user=jsmith source=database severity=error status_code=403 earliest=-60m latest=now,2025-10-04T18:06:07
give me authentication events by user jsmith from ip 192.168.0.1 today in database,login,today,jsmith,database,192.168.0.1,*,*,*,action=login user=jsmith source=database src_ip=192.168.0.1 earliest=@d latest=now,2025-10-04T18:36:07
pull up crit auth failure events by user bob past 60 minutes in firewall logs,failure,last1h,bob,firewall,*,*,critical,*,action=failure user=bob source=firewall severity=critical earliest=-60m latest=now,2025-10-04T18:19:07
find failed login events by user bob on firewall-01 last 24 hours in nginx,failure,last24h,bob,web,*,firewall-01,*,*,action=failure user=bob source=web hostname=firewall-01 earliest=-24h latest=now,2025-10-04T18:57:07
list delete events from ip 192.168.1.100 last 7 days in nginx,deletion,last7d,*,web,192.168.1.100,*,*,*,action=deletion source=web src_ip=192.168.1.100 earliest=-7d@d latest=now,2025-10-01T18:57:07
pull up file deletion events by user root last 7 days in secure shell,deletion,last7d,root,ssh,*,*,*,*,action=deletion user=root source=ssh earliest=-7d@d latest=now,2025-10-02T18:57:07
list informational upload events on db-prod-02 since yesterday in db,upload,last24h,*,database,*,db-prod-02,info,*,action=upload source=database hostname=db-prod-02 severity=info earliest=-24h latest=now,2025-10-04T02:57:07
show me file deletion events by user root yesterday in database,deletion,yesterday,root,database,*,*,*,*,action=deletion user=root source=database earliest=@d-1d latest=@d,2025-10-03T10:25:07
pull up file download events by user alice since midnight in database,download,today,alice,database,*,*,*,*,action=download user=alice source=database earliest=@d latest=now,2025-10-04T05:20:07
show me upload events by user bob last hour in secure shell,upload,last1h,bob,ssh,*,*,*,*,action=upload user=bob source=ssh earliest=-60m latest=now,2025-10-04T18:43:07
give me upload events by user root since yesterday in windows,upload,last24h,root,windows,*,*,*,*,action=upload user=root source=windows earliest=-24h latest=now,2025-10-04T09:57:07
pull up file deletion events last 24 hours in server,deletion,last24h,*,host,*,*,*,*,action=deletion source=host earliest=-24h latest=now,2025-10-04T12:57:07
display restart events by user bob on web-server-01 since yesterday in secure shell,restart,last24h,bob,ssh,*,web-server-01,*,*,action=restart user=bob source=ssh hostname=web-server-01 earliest=-24h latest=now,2025-10-04T07:57:07
show me auth success events by user alice last 30 days in nginx,success,last30d,alice,web,*,*,*,*,action=success user=alice source=web earliest=-30d@d latest=now,2025-09-06T18:57:07
give me file download events by user anonymous with status 500 since midnight in auth log,download,today,anonymous,auth,*,*,*,500,action=download user=anonymous source=auth status_code=500 earliest=@d latest=now,2025-10-04T15:22:07
find restart events past week in event viewer,restart,last7d,*,windows,*,*,*,*,action=restart source=windows earliest=-7d@d latest=now,2025-10-03T18:57:07
find restart events by user root on firewall-01 last 30 days in auth log,restart,last30d,root,auth,*,firewall-01,*,*,action=restart user=root source=auth hostname=firewall-01 earliest=-30d@d latest=now,2025-09-29T18:57:07
pull up download events last hour in authentication log,download,last1h,*,auth,*,*,*,*,action=download source=auth earliest=-60m latest=now,2025-10-04T18:43:07
find logout events by user bob from ip 10.0.0.1 with status 404 yesterday in firewall,logout,yesterday,bob,firewall,10.0.0.1,*,*,404,action=logout user=bob source=firewall src_ip=10.0.0.1 status_code=404 earliest=@d-1d latest=@d,2025-10-03T14:12:07
list informational sign off events by user jsmith from ip 10.10.10.5 today in web server,logout,today,jsmith,web,10.10.10.5,*,info,*,action=logout user=jsmith source=web src_ip=10.10.10.5 severity=info earliest=@d latest=now,2025-10-04T00:22:07
give me file deletion events by user jsmith on app-server-03 last 30 days in file system,deletion,last30d,jsmith,filesystem,*,app-server-03,*,*,action=deletion user=jsmith source=filesystem hostname=app-server-03 earliest=-30d@d latest=now,2025-09-13T18:57:07
show me emergency upload events by user jsmith since midnight in event viewer,upload,today,jsmith,windows,*,*,critical,*,action=upload user=jsmith source=windows severity=critical earliest=@d latest=now,2025-10-04T13:56:07
pull up logout events by user jsmith from ip 10.0.0.1 last 7 days in db,logout,last7d,jsmith,database,10.0.0.1,*,*,*,action=logout user=jsmith source=database src_ip=10.0.0.1 earliest=-7d@d latest=now,2025-10-03T18:57:07
pull up info request events by user bob on web-server-01 last hour in firewall,access,last1h,bob,firewall,*,web-server-01,info,*,action=access user=bob source=firewall hostname=web-server-01 severity=info earliest=-60m latest=now,2025-10-04T18:38:07
list authentication events by user anonymous last hour in event viewer,login,last1h,anonymous,windows,*,*,*,*,action=login user=anonymous source=windows earliest=-60m latest=now,2025-10-04T17:58:07
list login failure events last 7 days in server,failure,last7d,*,host,*,*,*,*,action=failure source=host earliest=-7d@d latest=now,2025-09-28T18:57:07
pull up login failure events by user admin with status 500 this week in server,failure,last7d,admin,host,*,*,*,500,action=failure user=admin source=host status_code=500 earliest=-7d@d latest=now,2025-10-02T18:57:07
show me service restart events this month in event viewer,restart,last30d,*,windows,*,*,*,*,action=restart source=windows earliest=-30d@d latest=now,2025-09-08T18:57:07
pull up failed login events by user anonymous with status 500 last 24 hours in firewall,failure,last24h,anonymous,firewall,*,*,*,500,action=failure user=anonymous source=firewall status_code=500 earliest=-24h latest=now,2025-10-04T07:57:07
give me file deletion events by user anonymous from ip 172.16.0.50 with status 403 today in machine,deletion,today,anonymous,host,172.16.0.50,*,*,403,action=deletion user=anonymous source=host src_ip=172.16.0.50 status_code=403 earliest=@d latest=now,2025-10-04T14:09:07
give me warning file deletion events by user anonymous from ip 172.16.0.50 last 7 days in auth log,deletion,last7d,anonymous,auth,172.16.0.50,*,warning,*,action=deletion user=anonymous source=auth src_ip=172.16.0.50 severity=warning earliest=-7d@d latest=now,2025-10-04T18:57:07
display sign off events by user anonymous since midnight in windows,logout,today,anonymous,windows,*,*,*,*,action=logout user=anonymous source=windows earliest=@d latest=now,2025-10-04T04:49:07
display file deletion events by user alice past 60 minutes in windows event log,deletion,last1h,alice,windows,*,*,*,*,action=deletion user=alice source=windows earliest=-60m latest=now,2025-10-04T18:07:07
display authentication events by user anonymous with status 502 last 7 days in filesystem,login,last7d,anonymous,filesystem,*,*,*,502,action=login user=anonymous source=filesystem status_code=502 earliest=-7d@d latest=now,2025-10-03T18:57:07
show me sign off events by user root past 60 minutes in secure shell,logout,last1h,root,ssh,*,*,*,*,action=logout user=root source=ssh earliest=-60m latest=now,2025-10-04T18:42:07
display restart events by user jsmith with status 503 yesterday in nginx,restart,yesterday,jsmith,web,*,*,*,503,action=restart user=jsmith source=web status_code=503 earliest=@d-1d latest=@d,2025-10-03T12:50:07
show me restart events on db-prod-02 with status 503 last 30 days in firewall,restart,last30d,*,firewall,*,db-prod-02,*,503,action=restart source=firewall hostname=db-prod-02 status_code=503 earliest=-30d@d latest=now,2025-09-29T18:57:07
list successful login events by user root from ip 192.168.0.1 today in server,success,today,root,host,192.168.0.1,*,*,*,action=success user=root source=host src_ip=192.168.0.1 earliest=@d latest=now,2025-10-04T05:57:07
list logins events by user jsmith in the last 24 hours in file system,login,today,jsmith,filesystem,*,*,*,*,action=login user=jsmith source=filesystem earliest=@d latest=now,2025-10-04T07:25:07
find access events on web-server-01 this month in file system,access,last30d,*,filesystem,*,web-server-01,*,*,action=access source=filesystem hostname=web-server-01 earliest=-30d@d latest=now,2025-09-21T18:57:07
find upload events by user root from ip 10.0.0.1 this week in file system,upload,last7d,root,filesystem,10.0.0.1,*,*,*,action=upload user=root source=filesystem src_ip=10.0.0.1 earliest=-7d@d latest=now,2025-09-28T18:57:07
find info request events by user jsmith on db-prod-02 the previous day in file system,access,yesterday,jsmith,filesystem,*,db-prod-02,info,*,action=access user=jsmith source=filesystem hostname=db-prod-02 severity=info earliest=@d-1d latest=@d,2025-10-03T14:59:07
pull up service restart events by user root from ip 10.10.10.5 with status 404 this month in file system,restart,last30d,root,filesystem,10.10.10.5,*,*,404,action=restart user=root source=filesystem src_ip=10.10.10.5 status_code=404 earliest=-30d@d latest=now,2025-09-13T18:57:07
list connection events by user admin in the last 24 hours in database,access,today,admin,database,*,*,*,*,action=access user=admin source=database earliest=@d latest=now,2025-10-04T04:43:07
give me informational download events by user admin from ip 10.10.10.5 yesterday in web server,download,yesterday,admin,web,10.10.10.5,*,info,*,action=download user=admin source=web src_ip=10.10.10.5 severity=info earliest=@d-1d latest=@d,2025-10-03T03:20:07
display logins events by user alice this month in firewall,login,last30d,alice,firewall,*,*,*,*,action=login user=alice source=firewall earliest=-30d@d latest=now,2025-09-23T18:57:07
display logins events by user anonymous on load-balancer past 60 minutes in db,login,last1h,anonymous,database,*,load-balancer,*,*,action=login user=anonymous source=database hostname=load-balancer earliest=-60m latest=now,2025-10-04T18:18:07
find connection events by user admin last 30 days in db,access,last30d,admin,database,*,*,*,*,action=access user=admin source=database earliest=-30d@d latest=now,2025-09-28T18:57:07
give me crash events by user anonymous yesterday in ssh,error,yesterday,anonymous,ssh,*,*,*,*,action=error user=anonymous source=ssh earliest=@d-1d latest=@d,2025-10-03T11:12:07
list informational logout events by user bob on firewall-01 the previous day in ssh,logout,yesterday,bob,ssh,*,firewall-01,info,*,action=logout user=bob source=ssh hostname=firewall-01 severity=info earliest=@d-1d latest=@d,2025-10-03T15:49:07
pull up emergency file upload events by user admin past week in secure shell,upload,last7d,admin,ssh,*,*,critical,*,action=upload user=admin source=ssh severity=critical earliest=-7d@d latest=now,2025-09-30T18:57:07
pull up successful login events by user root last 30 days in windows event log,success,last30d,root,windows,*,*,*,*,action=success user=root source=windows earliest=-30d@d latest=now,2025-09-11T18:57:07
display logins events from ip 192.168.0.1 with status 403 last 7 days in authentication log,login,last7d,*,auth,192.168.0.1,*,*,403,action=login source=auth src_ip=192.168.0.1 status_code=403 earliest=-7d@d latest=now,2025-10-02T18:57:07
give me login events since midnight in database,login,today,*,database,*,*,*,*,action=login source=database earliest=@d latest=now,2025-10-04T16:03:07
give me emergency file deletion events from ip 10.0.0.1 this week in authentication log,deletion,last7d,*,auth,10.0.0.1,*,critical,*,action=deletion source=auth src_ip=10.0.0.1 severity=critical earliest=-7d@d latest=now,2025-10-02T18:57:07
give me critical request events by user bob on db-prod-02 this week in windows,access,last7d,bob,windows,*,db-prod-02,critical,*,action=access user=bob source=windows hostname=db-prod-02 severity=critical earliest=-7d@d latest=now,2025-09-30T18:57:07
display info failed login events by user anonymous this month in web server,failure,last30d,anonymous,web,*,*,info,*,action=failure user=anonymous source=web severity=info earliest=-30d@d latest=now,2025-09-20T18:57:07
find restart events from ip 192.168.0.1 on load-balancer last hour in firewall logs,restart,last1h,*,firewall,192.168.0.1,load-balancer,*,*,action=restart source=firewall src_ip=192.168.0.1 hostname=load-balancer earliest=-60m latest=now,2025-10-04T18:08:07
find login events by user root with status 200 last 30 days in windows,login,last30d,root,windows,*,*,*,200,action=login user=root source=windows status_code=200 earliest=-30d@d latest=now,2025-09-26T18:57:07
show me warn failure events last hour in secure shell,error,last1h,*,ssh,*,*,warning,*,action=error source=ssh severity=warning earliest=-60m latest=now,2025-10-04T18:22:07
give me emergency auth success events by user jsmith from ip 192.168.0.1 last 30 days in firewall,success,last30d,jsmith,firewall,192.168.0.1,*,critical,*,action=success user=jsmith source=firewall src_ip=192.168.0.1 severity=critical earliest=-30d@d latest=now,2025-09-30T18:57:07
find crash events from ip 10.10.10.5 on web-server-01 with status 403 this week in secure shell,error,last7d,*,ssh,10.10.10.5,web-server-01,*,403,action=error source=ssh src_ip=10.10.10.5 hostname=web-server-01 status_code=403 earliest=-7d@d latest=now,2025-09-29T18:57:07
show me sign off events by user alice from ip 172.16.0.50 on firewall-01 yesterday in ssh,logout,yesterday,alice,ssh,172.16.0.50,firewall-01,*,*,action=logout user=alice source=ssh src_ip=172.16.0.50 hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T07:00:07
show me download events last 24 hours in web server,download,last24h,*,web,*,*,*,*,action=download source=web earliest=-24h latest=now,2025-10-04T14:57:07
give me file download events by user anonymous from ip 192.168.0.1 on web-server-01 past 60 minutes in firewall,download,last1h,anonymous,firewall,192.168.0.1,web-server-01,*,*,action=download user=anonymous source=firewall src_ip=192.168.0.1 hostname=web-server-01 earliest=-60m latest=now,2025-10-04T18:28:07
show me request events by user root on load-balancer yesterday in file system,access,yesterday,root,filesystem,*,load-balancer,*,*,action=access user=root source=filesystem hostname=load-balancer earliest=@d-1d latest=@d,2025-10-03T10:02:07
show me emergency sign off events on web-server-01 with status 403 last hour in firewall logs,logout,last1h,*,firewall,*,web-server-01,critical,403,action=logout source=firewall hostname=web-server-01 severity=critical status_code=403 earliest=-60m latest=now,2025-10-04T18:17:07
pull up crash events by user jsmith from ip 10.10.10.5 last 24 hours in ssh,error,last24h,jsmith,ssh,10.10.10.5,*,*,*,action=error user=jsmith source=ssh src_ip=10.10.10.5 earliest=-24h latest=now,2025-10-04T18:57:07
find delete events yesterday in security log,deletion,yesterday,*,auth,*,*,*,*,action=deletion source=auth earliest=@d-1d latest=@d,2025-10-03T14:40:07
show me err delete events on firewall-01 today in file system,deletion,today,*,filesystem,*,firewall-01,error,*,action=deletion source=filesystem hostname=firewall-01 severity=error earliest=@d latest=now,2025-10-04T04:11:07
pull up error successful login events by user alice last 30 days in auth log,success,last30d,alice,auth,*,*,error,*,action=success user=alice source=auth severity=error earliest=-30d@d latest=now,2025-09-07T18:57:07
find error connection events by user jsmith with status 502 last 30 days in machine,access,last30d,jsmith,host,*,*,error,502,action=access user=jsmith source=host severity=error status_code=502 earliest=-30d@d latest=now,2025-09-09T18:57:07
display emergency failure events by user anonymous from ip 192.168.0.1 on firewall-01 last 30 days in file system,error,last30d,anonymous,filesystem,192.168.0.1,firewall-01,critical,*,action=error user=anonymous source=filesystem src_ip=192.168.0.1 hostname=firewall-01 severity=critical earliest=-30d@d latest=now,2025-09-25T18:57:07
display upload events on firewall-01 past 60 minutes in windows,upload,last1h,*,windows,*,firewall-01,*,*,action=upload source=windows hostname=firewall-01 earliest=-60m latest=now,2025-10-04T18:04:07
pull up sign off events by user bob from ip 10.0.0.1 on web-server-01 the previous day in firewall,logout,yesterday,bob,firewall,10.0.0.1,web-server-01,*,*,action=logout user=bob source=firewall src_ip=10.0.0.1 hostname=web-server-01 earliest=@d-1d latest=@d,2025-10-03T06:39:07
show me warn restart events from ip 192.168.0.1 last hour in apache,restart,last1h,*,web,192.168.0.1,*,warning,*,action=restart source=web src_ip=192.168.0.1 severity=warning earliest=-60m latest=now,2025-10-04T18:48:07
display successful login events last 30 days in database,success,last30d,*,database,*,*,*,*,action=success source=database earliest=-30d@d latest=now,2025-09-27T18:57:07
give me service restart events by user root on firewall-01 since yesterday in filesystem,restart,last24h,root,filesystem,*,firewall-01,*,*,action=restart user=root source=filesystem hostname=firewall-01 earliest=-24h latest=now,2025-10-04T18:57:07
find logout events by user root from ip 10.0.0.1 past week in firewall logs,logout,last7d,root,firewall,10.0.0.1,*,*,*,action=logout user=root source=firewall src_ip=10.0.0.1 earliest=-7d@d latest=now,2025-09-29T18:57:07
pull up auth success events since yesterday in windows,success,last24h,*,windows,*,*,*,*,action=success source=windows earliest=-24h latest=now,2025-10-04T05:57:07
show me file deletion events by user anonymous on app-server-03 this week in security log,deletion,last7d,anonymous,auth,*,app-server-03,*,*,action=deletion user=anonymous source=auth hostname=app-server-03 earliest=-7d@d latest=now,2025-10-02T18:57:07
give me service restart events by user root on db-prod-02 last hour in authentication log,restart,last1h,root,auth,*,db-prod-02,*,*,action=restart user=root source=auth hostname=db-prod-02 earliest=-60m latest=now,2025-10-04T18:50:07
display connection events by user jsmith with status 200 last hour in windows,access,last1h,jsmith,windows,*,*,*,200,action=access user=jsmith source=windows status_code=200 earliest=-60m latest=now,2025-10-04T18:30:07
give me file deletion events by user root with status 503 in the last 24 hours in ssh,deletion,today,root,ssh,*,*,*,503,action=deletion user=root source=ssh status_code=503 earliest=@d latest=now,2025-10-04T11:35:07
display connection events by user alice on firewall-01 yesterday in auth log,access,yesterday,alice,auth,*,firewall-01,*,*,action=access user=alice source=auth hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T13:06:07
find file upload events by user jsmith from ip 10.0.0.1 this month in firewall,upload,last30d,jsmith,firewall,10.0.0.1,*,*,*,action=upload user=jsmith source=firewall src_ip=10.0.0.1 earliest=-30d@d latest=now,2025-09-25T18:57:07
find service restart events by user admin past 60 minutes in server,restart,last1h,admin,host,*,*,*,*,action=restart user=admin source=host earliest=-60m latest=now,2025-10-04T18:20:07
show me info failure events by user alice on load-balancer last hour in windows,error,last1h,alice,windows,*,load-balancer,info,*,action=error user=alice source=windows hostname=load-balancer severity=info earliest=-60m latest=now,2025-10-04T18:48:07
pull up informational auth failure events by user bob with status 403 last 30 days in auth log,failure,last30d,bob,auth,*,*,info,403,action=failure user=bob source=auth severity=info status_code=403 earliest=-30d@d latest=now,2025-09-22T18:57:07
show me logins events by user root with status 403 in the last 24 hours in host,login,today,root,host,*,*,*,403,action=login user=root source=host status_code=403 earliest=@d latest=now,2025-10-04T18:49:07
pull up upload events by user anonymous on firewall-01 last 7 days in machine,upload,last7d,anonymous,host,*,firewall-01,*,*,action=upload user=anonymous source=host hostname=firewall-01 earliest=-7d@d latest=now,2025-09-29T18:57:07
find delete events by user bob from ip 172.16.0.50 the previous day in file system,deletion,yesterday,bob,filesystem,172.16.0.50,*,*,*,action=deletion user=bob source=filesystem src_ip=172.16.0.50 earliest=@d-1d latest=@d,2025-10-03T23:21:07
display informational download events by user anonymous on load-balancer since yesterday in db,download,last24h,anonymous,database,*,load-balancer,info,*,action=download user=anonymous source=database hostname=load-balancer severity=info earliest=-24h latest=now,2025-10-04T02:57:07
give me file download events by user anonymous since yesterday in nginx,download,last24h,anonymous,web,*,*,*,*,action=download user=anonymous source=web earliest=-24h latest=now,2025-10-04T06:57:07
display successful login events by user anonymous from ip 192.168.0.1 last 24 hours in filesystem,success,last24h,anonymous,filesystem,192.168.0.1,*,*,*,action=success user=anonymous source=filesystem src_ip=192.168.0.1 earliest=-24h latest=now,2025-10-04T16:57:07
pull up auth success events last 7 days in db,success,last7d,*,database,*,*,*,*,action=success source=database earliest=-7d@d latest=now,2025-09-30T18:57:07
display successful login events with status 404 since yesterday in apache,success,last24h,*,web,*,*,*,404,action=success source=web status_code=404 earliest=-24h latest=now,2025-10-03T20:57:07
list info logins events today in server,login,today,*,host,*,*,info,*,action=login source=host severity=info earliest=@d latest=now,2025-10-04T01:54:07
display failure events by user root this week in server,error,last7d,root,host,*,*,*,*,action=error user=root source=host earliest=-7d@d latest=now,2025-10-01T18:57:07
show me logout events by user anonymous on load-balancer last 30 days in windows,logout,last30d,anonymous,windows,*,load-balancer,*,*,action=logout user=anonymous source=windows hostname=load-balancer earliest=-30d@d latest=now,2025-09-12T18:57:07
find warn file upload events by user alice with status 503 yesterday in secure shell,upload,yesterday,alice,ssh,*,*,warning,503,action=upload user=alice source=ssh severity=warning status_code=503 earliest=@d-1d latest=@d,2025-10-03T16:35:07
give me failed login events by user jsmith on app-server-03 last hour in file system,failure,last1h,jsmith,filesystem,*,app-server-03,*,*,action=failure user=jsmith source=filesystem hostname=app-server-03 earliest=-60m latest=now,2025-10-04T18:17:07
pull up warn logout events by user anonymous from ip 10.10.10.5 on app-server-03 this week in filesystem,logout,last7d,anonymous,filesystem,10.10.10.5,app-server-03,warning,*,action=logout user=anonymous source=filesystem src_ip=10.10.10.5 hostname=app-server-03 severity=warning earliest=-7d@d latest=now,2025-10-03T18:57:07
pull up crit connection events this week in windows event log,access,last7d,*,windows,*,*,critical,*,action=access source=windows severity=critical earliest=-7d@d latest=now,2025-10-03T18:57:07
display failed login events by user anonymous from ip 172.16.0.50 yesterday in host,failure,yesterday,anonymous,host,172.16.0.50,*,*,*,action=failure user=anonymous source=host src_ip=172.16.0.50 earliest=@d-1d latest=@d,2025-10-03T12:58:07
list info sign off events by user admin on load-balancer yesterday in windows,logout,yesterday,admin,windows,*,load-balancer,info,*,action=logout user=admin source=windows hostname=load-balancer severity=info earliest=@d-1d latest=@d,2025-10-03T20:37:07
display sign off events by user admin since yesterday in ssh,logout,last24h,admin,ssh,*,*,*,*,action=logout user=admin source=ssh earliest=-24h latest=now,2025-10-04T05:57:07
give me warning file download events by user bob from ip 192.168.1.100 last 30 days in filesystem,download,last30d,bob,filesystem,192.168.1.100,*,warning,*,action=download user=bob source=filesystem src_ip=192.168.1.100 severity=warning earliest=-30d@d latest=now,2025-09-28T18:57:07
show me login failure events by user jsmith since midnight in event viewer,failure,today,jsmith,windows,*,*,*,*,action=failure user=jsmith source=windows earliest=@d latest=now,2025-10-04T15:41:07
list login events last 7 days in firewall,login,last7d,*,firewall,*,*,*,*,action=login source=firewall earliest=-7d@d latest=now,2025-10-02T18:57:07
display service restart events by user jsmith on web-server-01 with status 503 in the last 24 hours in database,restart,today,jsmith,database,*,web-server-01,*,503,action=restart user=jsmith source=database hostname=web-server-01 status_code=503 earliest=@d latest=now,2025-10-04T04:37:07
show me access events by user anonymous from ip 10.10.10.5 last 24 hours in server,access,last24h,anonymous,host,10.10.10.5,*,*,*,action=access user=anonymous source=host src_ip=10.10.10.5 earliest=-24h latest=now,2025-10-03T21:57:07
find logout events by user anonymous on load-balancer since yesterday in filesystem,logout,last24h,anonymous,filesystem,*,load-balancer,*,*,action=logout user=anonymous source=filesystem hostname=load-balancer earliest=-24h latest=now,2025-10-04T05:57:07
find upload events by user bob since yesterday in authentication log,upload,last24h,bob,auth,*,*,*,*,action=upload user=bob source=auth earliest=-24h latest=now,2025-10-04T08:57:07
find critical failure events by user anonymous from ip 192.168.0.1 with status 200 past 60 minutes in server,error,last1h,anonymous,host,192.168.0.1,*,critical,200,action=error user=anonymous source=host src_ip=192.168.0.1 severity=critical status_code=200 earliest=-60m latest=now,2025-10-04T18:57:07
list error successful login events by user admin on firewall-01 since yesterday in server,success,last24h,admin,host,*,firewall-01,error,*,action=success user=admin source=host hostname=firewall-01 severity=error earliest=-24h latest=now,2025-10-04T11:57:07
give me error crash events by user jsmith since midnight in nginx,error,today,jsmith,web,*,*,error,*,action=error user=jsmith source=web severity=error earliest=@d latest=now,2025-10-04T01:44:07
pull up error sign off events on load-balancer today in windows event log,logout,today,*,windows,*,load-balancer,error,*,action=logout source=windows hostname=load-balancer severity=error earliest=@d latest=now,2025-10-04T01:43:07
pull up failed login events by user admin on load-balancer past 60 minutes in server,failure,last1h,admin,host,*,load-balancer,*,*,action=failure user=admin source=host hostname=load-balancer earliest=-60m latest=now,2025-10-04T18:52:07
find download events past 60 minutes in machine,download,last1h,*,host,*,*,*,*,action=download source=host earliest=-60m latest=now,2025-10-04T18:21:07
pull up info successful login events by user root with status 503 today in nginx,success,today,root,web,*,*,info,503,action=success user=root source=web severity=info status_code=503 earliest=@d latest=now,2025-10-04T17:27:07
pull up err failure events by user jsmith today in security log,error,today,jsmith,auth,*,*,error,*,action=error user=jsmith source=auth severity=error earliest=@d latest=now,2025-10-04T04:09:07
